date,data,url,,
2013-12-19,"Bullish on Bharat Forge, RComm: Sudip Bandyopadhyay",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/bullish-on-bharat-forge-rcomm-sudip-bandyopadhyay/articleshow/27653514.cms,,
2012-11-20,Buy Bharat Forge with a target price of Rs 940: CK Narayan,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-bharat-forge-with-a-target-price-of-rs-940-ck-narayan/articleshow/17292986.cms,,
2016-08-16,Arpwood-controlled Senvion to buy Kenersys from Bharat Forge founders,https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/arpwood-controlled-senvion-to-buy-kenersys-from-bharat-forge-founders/articleshow/53725199.cms,,
2015-02-19,Bharat Forge signs multi-year contract with Boeing, stk up,https://economictimes.indiatimes.com/markets/stocks/news/bharat-forge-signs-multi-year-contract-with-boeing-stk-up/articleshow/46295933.cms,
2016-11-08,Bharat Forge reports 26% fall in Q2 net profit at Rs 126.89 crore, shares down,https://economictimes.indiatimes.com/markets/stocks/earnings/bharat-forge-reports-26-fall-in-q2-net-profit-at-rs-12689-crore-shares-down/articleshow/55309052.cms,
2011-12-28,"Expect a slowdown in demand from Europe: Amit Kalyani, Bharat Forge",https://economictimes.indiatimes.com/opinion/interviews/expect-a-slowdown-in-demand-from-europe-amit-kalyani-bharat-forge/articleshow/11279851.cms,,
2015-01-02,Bharat Forge buys France-based company for nearly Rs 90 crore,https://economictimes.indiatimes.com/industry/auto/news/auto-components/bharat-forge-buys-france-based-company-for-nearly-rs-90-crore/articleshow/45729668.cms,,
2016-05-18,"Seeing tremendous headwinds due to commodity cycle downturn: Baba Kalyani, Bharat Forge",https://economictimes.indiatimes.com/markets/expert-view/seeing-tremendous-headwinds-due-to-commodity-cycle-downturn-baba-kalyani-bharat-forge/articleshow/52321012.cms,,
2011-08-01,Bharat Forge prepares for another round of aggressive growth,https://economictimes.indiatimes.com/news/news-by-industry/indl-goods-/-svs/engineering/bharat-forge-prepares-for-another-round-of-aggressive-growth/articleshow/9440195.cms,,
2016-08-05,"Q1 earnings reflect decline in oil & gas market: Baba Kalyani, Bharat Forge",https://economictimes.indiatimes.com/markets/expert-view/q1-earnings-reflect-decline-in-oil-gas-market-baba-kalyani-bharat-forge/articleshow/53556416.cms,,
2015-03-09,"MindTree, Bharat Forge, JK Tyre, HUL among top five stocks for this week",https://economictimes.indiatimes.com/markets/stocks/news/mindtree-bharat-forge-jk-tyre-hul-among-top-five-stocks-for-this-week/articleshow/46502788.cms,,
2013-10-28,"Hope to maintain margins at current levels: Baba Kalyani, Bharat Forge",https://economictimes.indiatimes.com/opinion/interviews/hope-to-maintain-margins-at-current-levels-baba-kalyani-bharat-forge/articleshow/24820978.cms,,
2016-02-16,Make in India: Baba Kalyani-led Bharat Forge guns for top spot in artillery,https://economictimes.indiatimes.com/news/defence/make-in-india-baba-kalyani-led-bharat-forge-guns-for-top-spot-in-artillery/articleshow/51002871.cms,,
2015-12-09,"Morgan Stanley adds CCD, HCL to its portfolio, dumps Bharat Forge, Dr Reddy’s",https://economictimes.indiatimes.com/mf/mf-news/morgan-stanley-adds-ccd-hcl-to-its-portfolio-dumps-bharat-forge-dr-reddys/articleshow/50100189.cms,,
2016-04-26,Boeing selects Bharat Forge for supply of titanium forgings,https://economictimes.indiatimes.com/industry/transportation/airlines-/-aviation/boeing-selects-bharat-forge-for-supply-of-titanium-forgings/articleshow/51993670.cms,,
2014-04-07,"Recommend Bosch, WABCO and Bharat Forge: Deven Choksey",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/recommend-bosch-wabco-and-bharat-forge-deven-choksey/articleshow/33391299.cms,,
2015-09-10,"Midcaps like Motherson Sumi, Bharat Forge should be avoided: Kunj Bansal",https://economictimes.indiatimes.com/markets/stocks/recos/midcaps-like-motherson-sumi-bharat-forge-should-be-avoided-kunj-bansal/articleshow/48880030.cms,,
2016-02-09,Bharat Forge Q3 down 15% at Rs 166 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/bharat-forge-q3-down-15-at-rs-166-crore/articleshow/50914570.cms,,
2011-05-09,"Bharat Forge doesn't show a trend now: CK Narayan, Sharyans Resources",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/bharat-forge-doesnt-show-a-trend-now-ck-narayan-sharyans-resources/articleshow/8205588.cms,,
2013-08-25,Bharat Forge founder Neelkanth Kalyani passes away,https://economictimes.indiatimes.com/news/news-by-company/corporate-announcement/bharat-forge-founder-neelkanth-kalyani-passes-away/articleshow/22036790.cms,,
2014-09-08,Bharat Forge sells 50% stake in Impact Automotive Solutions,https://economictimes.indiatimes.com/industry/auto/news/auto-components/bharat-forge-sells-50-stake-in-impact-automotive-solutions/articleshow/42022044.cms,,
2016-12-02,Bharat Forge acquires US-based WFT and PMT Holding,https://economictimes.indiatimes.com/industry/auto/news/auto-components/bharat-forge-acquires-us-based-wft-and-pmt-holding/articleshow/55745093.cms,,
2014-10-13,Sell Bharat Forge Ltd with a stop loss of Rs 782: Sandeep Wagle,https://economictimes.indiatimes.com/markets/stocks/recos/sell-bharat-forge-ltd-with-a-stop-loss-of-rs-782-sandeep-wagle/articleshow/44797386.cms,,
2017-02-08,Bharat Forge reports 21.48% drop in Q3 net profit,https://economictimes.indiatimes.com/markets/stocks/earnings/bharat-forge-reports-2148-drop-in-q3-net-profit/articleshow/57036209.cms,,
2014-04-01,LIC trims stake in Bharat Forge to 3.15%,https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/lic-trims-stake-in-bharat-forge-to-315/articleshow/33070221.cms,,
2014-09-25,"Go long on quality stocks like Maruti, TCS, Bharat Forge whenever they decline: Ashwani Gujral",https://economictimes.indiatimes.com/markets/stocks/recos/go-long-on-quality-stocks-like-maruti-tcs-bharat-forge-whenever-they-decline-ashwani-gujral/articleshow/43428368.cms,,
2015-05-26,Alstom Bharat Forge begins production at Sanand plant,https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/alstom-bharat-forge-begins-production-at-sanand-plant/articleshow/47431086.cms,,
2012-05-08,"Chart Check from GEPL Capital for Tuesday, May 08, 2012: Century Textiles, Bharat Forge",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/chart-check-from-gepl-capital-for-tuesday-may-08-2012-century-textiles-bharat-forge/articleshow/13047419.cms,,
2013-02-08,Bharat Forge net plunges 54 pc on falling demand,https://economictimes.indiatimes.com/news/news-by-company/earnings/earnings-news/bharat-forge-net-plunges-54-pc-on-falling-demand/articleshow/18403872.cms,,
2011-01-24,Bharat Forge Q3 net surges over two-fold to Rs 82.61 crore,https://economictimes.indiatimes.com/news/news-by-company/earnings/earnings-news/bharat-forge-q3-net-surges-over-two-fold-to-rs-8261-crore/articleshow/7353232.cms,,
2017-04-28,"BS-IV is not going to hamper growth in CV sector: Baba Kalyani, Bharat Forge",https://economictimes.indiatimes.com/markets/expert-view/bs-iv-is-not-going-to-hamper-growth-in-cv-sector-baba-kalyani-bharat-forge/articleshow/58417128.cms,,
2014-12-05,Prefer Larsen & Toubro and Bharat Forge among defence stocks: Dilip Bhat,https://economictimes.indiatimes.com/markets/stocks/recos/prefer-larsen-toubro-and-bharat-forge-among-defence-stocks-dilip-bhat/articleshow/45384697.cms,,
2012-10-18,Buy Bharat Forge with a price target of Rs 324: Sandeep Wagle,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/buy-bharat-forge-with-a-price-target-of-rs-324-sandeep-wagle/articleshow/16860422.cms,,
2014-09-11,Bharat Forge turns focus to defence technology,https://economictimes.indiatimes.com/industry/auto/news/auto-components/bharat-forge-turns-focus-to-defence-technology/articleshow/42232700.cms,,
2016-10-10,"Tata Steel, Bharat Forge among top 5 stocks for which brokerages have raised target prices in October",https://economictimes.indiatimes.com/markets/stocks/news/tata-steel-bharat-forge-among-top-5-stocks-for-which-brokerages-have-raised-target-prices-in-october/articleshow/54778079.cms,,
2017-05-08,"Sell  Bharat Forge, target Rs  1050.0   :   Sarvendra Srivastava",https://economictimes.indiatimes.com/markets/stocks/recos/sell-bharat-forge-target-rs-10500-sarvendra-srivastava/articleshow/58572073.cms,,
2011-11-10,"Seeing improvement in US market: Baba Kalyani, Bharat Forge",https://economictimes.indiatimes.com/opinion/interviews/seeing-improvement-in-us-market-baba-kalyani-bharat-forge/articleshow/10677368.cms,,
2016-02-03,"Timken: target price 740;  Bharat Forge: target price 970; Star Ferro: target price 215; Inox: target price 275; Voltas: target price 387: Pankaj Pandey, ICICIdirect.com",https://economictimes.indiatimes.com/markets/stocks/recos/timken-target-price-740-bharat-forge-target-price-970-star-ferro-target-price-215-inox-target-price-275-voltas-target-price-387-pankaj-pandey-icicidirectcom/articleshow/50830956.cms,,
2017-02-09,"Expect big pickup in CV business in Q4: Baba Kalyani, Bharat Forge",https://economictimes.indiatimes.com/markets/expert-view/expect-big-pickup-in-cv-business-in-q4-baba-kalyani-bharat-forge/articleshow/57053064.cms,,
2014-01-13,"Positive on Bharat Forge: Sonam Udasi, IDBI Capital",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/positive-on-bharat-forge-sonam-udasi-idbi-capital/articleshow/28741080.cms,,
2015-12-04,"Bharat Forge, Mahindra CIE vie for Amtek Auto's German subsidiary",https://economictimes.indiatimes.com/industry/auto/news/auto-components/bharat-forge-mahindra-cie-vie-for-amtek-autos-german-subsidiary/articleshow/50038398.cms,,
2014-02-04,Bharat Forge reports 97.7% increase in net profit,https://economictimes.indiatimes.com/industry/auto/news/auto-components/bharat-forge-reports-977-increase-in-net-profit/articleshow/29866035.cms,,
2015-12-09,Bharat Forge keeps revenue target for FY 2018,https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/bharat-forge-keeps-revenue-target-for-fy-2018/articleshow/50100136.cms,,
2014-02-26,"Auto parts cos like Motherson Sumi, Bharat Forge top global peers in valuation",https://economictimes.indiatimes.com/markets/stocks/stocks-in-news/auto-parts-cos-like-motherson-sumi-bharat-forge-top-global-peers-in-valuation/articleshow/31011536.cms,,
2016-09-23,"Buy Bharat Forge, target Rs 990:  Sumeet Bagadia",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-forge-target-rs-990-sumeet-bagadia/articleshow/54478143.cms,,
2014-07-12,"Good beginning, Budget 2014 carries an imprint of Narendra Modi's priorities: Baba Kalyani, Bharat Forge",https://economictimes.indiatimes.com/industry/auto/news/industry/good-beginning-budget-2014-carries-an-imprint-of-narendra-modis-priorities-baba-kalyani-bharat-forge/articleshow/38245640.cms,,
2015-10-15,Auto ancillary companies like Bharat Forge and Motherson Sumi face bumpy ride ahead,https://economictimes.indiatimes.com/markets/stocks/news/auto-ancillary-companies-like-bharat-forge-and-motherson-sumi-face-bumpy-ride-ahead/articleshow/49365182.cms,,
2012-10-31,Bharat Forge Q2 net profit slips 3 per cent,https://economictimes.indiatimes.com/news/news-by-company/earnings/earnings-news/bharat-forge-q2-net-profit-slips-3-per-cent/articleshow/17036513.cms,,
2016-02-09,Bharat Forge arm forms JV with Rafael Advanced Defense Systems,https://economictimes.indiatimes.com/news/defence/bharat-forge-arm-forms-jv-with-rafael-advanced-defense-systems/articleshow/50921531.cms,,
2015-06-11,MM Forgings a conviction buy, stay invested in Bharat Forge: Mayuresh Joshi,https://economictimes.indiatimes.com/markets/stocks/recos/mm-forgings-a-conviction-buy-stay-invested-in-bharat-forge-mayuresh-joshi/articleshow/47609949.cms,
2014-03-28,Bullish on Motherson Sumi or Bharat Forge: Vinay Khattar,https://economictimes.indiatimes.com/markets/stocks/views/recommendations/bullish-on-motherson-sumi-or-bharat-forge-vinay-khattar/articleshow/32830030.cms,,
2017-04-06,Bharat Forge CV business to perform better by end of FY18: Baba Kalyani,https://economictimes.indiatimes.com/markets/expert-view/cv-business-to-start-performing-better-by-the-end-of-fy18-baba-kalyani-cmd-of-bharat-forge/articleshow/58045515.cms,,
2013-05-27,"Expect 2014 to be a better year for us than 2013: Baba Kalyani, Bharat Forge",https://economictimes.indiatimes.com/opinion/interviews/expect-2014-to-be-a-better-year-for-us-than-2013-baba-kalyani-bharat-forge/articleshow/20288335.cms,,
2012-07-05,"Triveni Engineering, Bharat Forge, Belgian company among shortlisted to buy stake in Shanthi Gears",https://economictimes.indiatimes.com/news/news-by-industry/indl-goods/svs/engineering/triveni-engineering-bharat-forge-belgian-company-among-shortlisted-to-buy-stake-in-shanthi-gears/articleshow/14682686.cms,,
2017-07-07,Bharat Forge shares jump after signing pact with Israeli firm,https://economictimes.indiatimes.com/markets/stocks/news/bharat-forge-shares-jump-2-after-signing-pact-with-israeli-firm/articleshow/59484993.cms,,
2015-08-18,"Buy Bharat Forge with a target of Rs 1,300: Ashwani Gujral",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-forge-with-a-target-of-rs-1300-ashwani-gujral/articleshow/48522436.cms,,
2017-04-03,"Buy  Bharat Forge, target Rs  1111  :   Motilal Oswal Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bharat-forge-target-rs-1111-motilal-oswal-securities/articleshow/57986038.cms,,
2015-05-13,"Shree Cement, UPL, Bharat Forge gain on inclusion in MSCI Index",https://economictimes.indiatimes.com/markets/stocks/news/shree-cement-upl-bharat-forge-gain-on-inclusion-in-msci-index/articleshow/47260059.cms,,
2012-08-10,Bharat Forge Q1 net up 8 per cent at Rs 105.2 crore,https://economictimes.indiatimes.com/news/news-by-company/earnings/earnings-news/bharat-forge-q1-net-up-8-per-cent-at-rs-1052-crore/articleshow/15436242.cms,,
2015-04-29,"Punj Lloyd, Bharat Forge in fray for Rs 16,800 cr defense order; stocks rally",https://economictimes.indiatimes.com/markets/stocks/news/punj-lloyd-bharat-forge-in-fray-for-rs-16800-cr-defense-order-stocks-rally/articleshow/47093058.cms,,
2015-09-23,"Any fall in Motherson Sumi, Bharat Forge on VW issue may offer buying opportunity: Hemang Jani",https://economictimes.indiatimes.com/markets/stocks/recos/any-fall-in-motherson-sumi-bharat-forge-on-vw-issue-may-offer-buying-opportunity-hemang-jani/articleshow/49057763.cms,,
2014-01-13,Bullish on Bharat Forge: Prakash Gaba,https://economictimes.indiatimes.com/opinion/interviews/bullish-on-bharat-forge-prakash-gaba/articleshow/28736823.cms,,
2016-05-19,Muted global demand hits indian auto parts makers like Bharat Forge and Motherson Sumi,https://economictimes.indiatimes.com/markets/stocks/news/muted-global-demand-hits-indian-auto-parts-makers-like-bharat-forge-and-motherson-sumi/articleshow/52334652.cms,,
2015-02-04,Hot stock: More steam left in Bharat Forge as Q3 results above estimates,https://economictimes.indiatimes.com/markets/stocks/news/hot-stock-more-steam-left-in-bharat-forge-as-q3-results-above-estimates/articleshow/46120329.cms,,
2012-05-04,"Bharat Forge is not a very strong stock: Ashwani Gujral, Fund Manager, Ashwanigujral.com",https://economictimes.indiatimes.com/markets/stocks/views/recommendations/bharat-forge-is-not-a-very-strong-stock-ashwani-gujral-fund-manager-ashwanigujralcom/articleshow/12995318.cms,,
2011-06-13,Auto sector will grow by 12-14% this fiscal: Bharat Forge,https://economictimes.indiatimes.com/opinion/interviews/auto-sector-will-grow-by-12-14-this-fiscal-bharat-forge/articleshow/8835097.cms,,
2015-01-12,"Bharat Forge, BEL good bets in auto components space: Neeraj Deewan",https://economictimes.indiatimes.com/markets/stocks/recos/bharat-forge-bel-good-bets-in-auto-components-space-neeraj-deewan/articleshow/45853709.cms,,
